poem_id,poem_text,caption,date_time
P0250,"கூடிக் கலையும் மேகங்களை
தேடி அலையும் பருந்தினைப் போல்
பாடி பறந்த என் மனதை
ஒரு பாவை விழியில் பறிகொடுத்தேன்",காதல் தினம் தினம் 184 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-18T23:47:03
P0251,"தீராத செல்வம் என
தினம் உன்னை ஏந்தி நிற்க
தூவாத மழை நீரும்
தொண்டன் எனை தேடி வரும்",காதல் தினம் தினம் 185 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-19T23:32:57
P0252,"ஒரு மழை நாளில்
என் சந்தோஷம்
அவள் மடி மீதே
எழ துடிக்கிறதே",காதல் தினம் தினம் 186 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-20T23:57:03
P0253,"நான் போகும் பாதையெல்லாம்
நாம் போக வேண்டுமென
முள் அனைத்தையும் மலராக்கி
முன்னேற்பாடுகள் செய்கிறதே",காதல் தினம் தினம் 187 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-21T23:28:25
P0254,"தடயங்கள் ஏதுமின்றி
தடம் மாறி சென்ற எனை
தாயாக வழிமறித்து
தாங்கி சென்ற தேவதை நீ",காதல் தினம் தினம் 188 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-22T23:43:39
P0255,"விடியாமல் நீளும் 
இரவு வேண்டி - தினம்
பிடிவாதம் கொள்ளும்
விந்தை காதல்",காதல் தினம் தினம் 189 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-23T23:41:46
P0256,"மனம் முழுவதும்
மறைவிடமா?
என் மதிஅதன்
மறு சாவி அவளிடமா?

விழி வழியே
நெஞ்சுக்குள்ளே
அவள் விழுந்ததால்
கிடைத்திட்ட புது வரமா?",காதல் தினம் தினம் 190 #php #peachhouseperson #kadhalthinamthinam #arivalan #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-24T23:54:55
P0257,"நின்முகம் காணும் 
ஓர் நொடி வாழ்வில்
யுகங்கள் தாண்டும்
காவியம் ஆவேன்",காதல் தினம் தினம் 191 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-25T23:43:33
P0258,"ஒற்றை நிலவு கண்ட
என் வானிலே
உன் இருவிழி கனவாக
எனை கவருதே",காதல் தினம் தினம் 192 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-26T23:48:43
P0259,"மௌனம் கலையாமல்
மலர்விழிகள் அசைந்தாட
மழையும் அதற்கேற்ப
மங்கையுடன் இசைந்தாடும்",காதல் தினம் தினம் 193 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-27T23:42:45
P0260,"அத்தனை காதலும்
அவளோடு உரையாட
அற்புதக் காலங்கள்
அலை அலையாய் வருகிறதே",காதல் தினம் தினம் 194 #php #peachhouseperson #arivalan #kadhalthinamthinam #இரவுக்கவிதை #காதல் #காதல்தினம்தினம்,2021-11-28T23:51:38
